text,label,sentiment,clean_text,token_count
Ronson Development : Report no 71 Purchase of own shares #RonsonDevelopment #Stock #MarketScreener… https://t.co/PLe8coXt0V,2,Neutral,Ronson Development : Report no 71 Purchase of own shares RonsonDevelopment Stock MarketScreener,13
Royal Dutch Shell plc Transaction In Own Shares #RoyalDutchShell #Stock #MarketScreener https://t.co/DNVHVucNPD https://t.co/M7c24H5Rts,2,Neutral,Royal Dutch Shell plc Transaction In Own Shares RoyalDutchShell Stock MarketScreener,11
RPT-UPDATE 2-Alibaba to price shares at HK$176 in $12.9 bln Hong Kong listing - sources,2,Neutral,RPT-UPDATE 2-Alibaba to price shares at HK$176 in $12.9 bln Hong Kong listing - sources,15
RRD Partners with Microsoft Store to Boost In-Store Marketing Efforts,2,Neutral,RRD Partners with Microsoft Store to Boost In-Store Marketing Efforts,10
Ryanair Is a Polluting Airline. There's No Hiding That Fact,2,Neutral,Ryanair Is a Polluting Airline. There's No Hiding That Fact,10
SAExploration gets Nasdaq non-compliance letter,2,Neutral,SAExploration gets Nasdaq non-compliance letter,5
Salarius Pharma files for equity offering,2,Neutral,Salarius Pharma files for equity offering,6
Salesforce Conference Interrupted by Immigration Protesters,2,Neutral,Salesforce Conference Interrupted by Immigration Protesters,6
Salesforce on watch as DreamForce event ramps up,2,Neutral,Salesforce on watch as DreamForce event ramps up,8
Salesforce to use Amazon AI technology to improve call center services,2,Neutral,Salesforce to use Amazon AI technology to improve call center services,11
"Salesforce, Amazon taking on RingCentral",2,Neutral,"Salesforce, Amazon taking on RingCentral",5
"Samenvatting: Japanse NEDO en Panasonic behalen ‘s werelds hoogste conversie-efficiëntie van 16,09% voor grootste zonnecelmodule met Perovskite per gebied",2,Neutral,"Samenvatting: Japanse NEDO en Panasonic behalen s werelds hoogste conversie-efficintie van 16,09% voor grootste zonnecelmodule met Perovskite per gebied",19
San Jose Water Files Application for Investment in Advanced Metering Infrastructure https://t.co/epwLO7RJwJ,2,Neutral,San Jose Water Files Application for Investment in Advanced Metering Infrastructure,11
"Santana Minerals : Petrology Confirms Nickel, Cobalt and Copper Sulphides- Laos #SantanaMinerals #Stock… https://t.co/iFuAAs9x2O",2,Neutral,"Santana Minerals : Petrology Confirms Nickel, Cobalt and Copper Sulphides- Laos SantanaMinerals Stock",13
Sappi : joins Cepi in the 4evergreen alliance to boost the contribution of fibre-based pac... #Sappi #Stock… https://t.co/k9qn8c1Ls2,2,Neutral,Sappi : joins Cepi in the 4evergreen alliance to boost the contribution of fibre-based pac... Sappi Stock,17
SASA Polyester Sanayi A.Ş. Selects INVISTA PTA Technology,2,Neutral,SASA Polyester Sanayi A.. Selects INVISTA PTA Technology,8
SASA聚酯选用英威达PTA技术,2,Neutral,SASAPTA,1
Schwab aims for more than survival with $26bn Ameritrade deal https://t.co/gjv4BA3ZiE,2,Neutral,Schwab aims for more than survival with $26bn Ameritrade deal,10
Schwab bulks up for fee war with $26bn TD Ameritrade deal https://t.co/LHKK0AMbRF,2,Neutral,Schwab bulks up for fee war with $26bn TD Ameritrade deal,11
"Science, tech investor Kairos Ventures launches second fundraise of the year, could collect up to $250m",2,Neutral,"Science, tech investor Kairos Ventures launches second fundraise of the year, could collect up to $250m",16
Sears' Eddie Lampert looks to regain full ownership of Sears Hometown and Outlet Stores,2,Neutral,Sears' Eddie Lampert looks to regain full ownership of Sears Hometown and Outlet Stores,14
SeaSpine teams up with 7D Surgical to integrate product offerings,2,Neutral,SeaSpine teams up with 7D Surgical to integrate product offerings,10
SEBI Issues Performance Benchmarking Guidelines For Alternative Investment Funds,2,Neutral,SEBI Issues Performance Benchmarking Guidelines For Alternative Investment Funds,9
Sensus Recognized for Innovation at Smart Utility Summit,2,Neutral,Sensus Recognized for Innovation at Smart Utility Summit,8
SFL publiceert recordresultaten voor 2019,2,Neutral,SFL publiceert recordresultaten voor 2019,5
SGS : Helps Uruguay Customs Detect Major Drug Smuggling Operation #SGS #Stock #MarketScreener… https://t.co/d9Xs6eTJYD,2,Neutral,SGS : Helps Uruguay Customs Detect Major Drug Smuggling Operation SGS Stock MarketScreener,13
Shelf Drilling : USDA's Recommendations for a Safe Thanksgiving #ShelfDrilling #Stock #MarketScreener… https://t.co/sLa64XAoNX,2,Neutral,Shelf Drilling : USDA's Recommendations for a Safe Thanksgiving ShelfDrilling Stock MarketScreener,12
Shell pushes to power with plans for first big solar plant,2,Neutral,Shell pushes to power with plans for first big solar plant,11
Shell to continue search in renewables after losing Eneco tender https://t.co/QIPyFGvOWd https://t.co/H4xKLYjdvO,2,Neutral,Shell to continue search in renewables after losing Eneco tender,10
"Sherwin details $600M plan for new HQ, R&D center",2,Neutral,"Sherwin details $600M plan for new HQ, R&D center",9
Shree Minerals : Golden Chimney Exploration Update #ShreeMinerals #Stock #MarketScreener https://t.co/yzgeROuSyy https://t.co/6loiAtgU0u,2,Neutral,Shree Minerals : Golden Chimney Exploration Update ShreeMinerals Stock MarketScreener,10
Sienna Cancer Diagnostics : Key Terms of CEO/Managing Director Employment Contract #SiennaCancerDiagnostics #Stock… https://t.co/g0J3hXxRYg,2,Neutral,Sienna Cancer Diagnostics : Key Terms of CEO/Managing Director Employment Contract SiennaCancerDiagnostics Stock,13
"SIIC Environment : to Build 3,800 tonnes per day Waste Treatment Project in Shanghai, PRC #SIIC #Stock… https://t.co/sUL4Oigfu7",2,Neutral,"SIIC Environment : to Build 3,800 tonnes per day Waste Treatment Project in Shanghai, PRC SIIC Stock",17
Sino Harbour : VOLUNTARY ANNOUNCEMENT-INCREASE IN SHAREHOLDINGS BY A SUBSTANTIAL SHAREHOLDER #SinoHarbour #Stock… https://t.co/96y1qXs4Fb,2,Neutral,Sino Harbour : VOLUNTARY ANNOUNCEMENT-INCREASE IN SHAREHOLDINGS BY A SUBSTANTIAL SHAREHOLDER SinoHarbour Stock,13
Skanska : Co-creating solutions to reduce the industry's carbon footprint #Skanska #Stock #MarketScreener… https://t.co/9nyStnrT3l,2,Neutral,Skanska : Co-creating solutions to reduce the industry's carbon footprint Skanska Stock MarketScreener,13
Skyworks : Statement of changes in beneficial ownership of securities #Skyworks #Stock #MarketScreener… https://t.co/LDfZBIMju4,2,Neutral,Skyworks : Statement of changes in beneficial ownership of securities Skyworks Stock MarketScreener,13
Smart Cannabis Cultivators are Leveraging Natural Gas to Cut HVAC Costs up to 80%,2,Neutral,Smart Cannabis Cultivators are Leveraging Natural Gas to Cut HVAC Costs up to 80%,14
Soapbox: A small business with some big partners,2,Neutral,Soapbox: A small business with some big partners,8
SocGen Pledges Higher Returns After Dropping Profit Target,2,Neutral,SocGen Pledges Higher Returns After Dropping Profit Target,8
SocGen Pledges Higher Returns After Signaling It May Miss Target,2,Neutral,SocGen Pledges Higher Returns After Signaling It May Miss Target,10
Societatea Energetica Electrica : Current report &ndash; BoD member renunciation &ndash; 1...… https://t.co/X5zMjjyNqM,2,Neutral,Societatea Energetica Electrica : Current report &ndash; BoD member renunciation &ndash; 1...,12
"SoftBank combining Yahoo Japan, Line Corp",2,Neutral,"SoftBank combining Yahoo Japan, Line Corp",6
SoftBank launched a long-awaited $3 billion tender offer for WeWork stock https://t.co/gpotD3TlHu,2,Neutral,SoftBank launched a long-awaited $3 billion tender offer for WeWork stock,11
SoftBank launches robotic vacuum in U.S.,2,Neutral,SoftBank launches robotic vacuum in U.S.,6
Softbank leads $140 million funding round for Brazil start-up VTEX #economy #MarketScreener https://t.co/6SyhuFXK6o https://t.co/B8LV7okcVa,2,Neutral,Softbank leads $140 million funding round for Brazil start-up VTEX economy MarketScreener,12
SoftBank Said to Go Ahead With WeWork Stock Tender Offer:Reuters https://t.co/ai9OYBibdD,2,Neutral,SoftBank Said to Go Ahead With WeWork Stock Tender Offer:Reuters,10
SoftBank to Create Japan Internet Giant to Battle Global Rivals,2,Neutral,SoftBank to Create Japan Internet Giant to Battle Global Rivals,10
SoftBank to go ahead with WeWork stock tender offer this week #economy #MarketScreener https://t.co/MQFbUV0mnl https://t.co/l4UmkBixZV,2,Neutral,SoftBank to go ahead with WeWork stock tender offer this week economy MarketScreener,13
SoftBank unveils a $184 million initiative to accelerate AI research https://t.co/0tsvtEjk1R,2,Neutral,SoftBank unveils a $184 million initiative to accelerate AI research,10
SoftBank-backed Paytm raises $1 billion in fresh funding https://t.co/lYCXkrozmW https://t.co/988P07IWob,2,Neutral,SoftBank-backed Paytm raises $1 billion in fresh funding,8
Software Acquisition prices $130M initial public offering,2,Neutral,Software Acquisition prices $130M initial public offering,7
Sophos : Form 8.5 (EPT/RI)Sophos Group plc_Replacement #Sophos #Stock #MarketScreener https://t.co/hz8AM6PHyY https://t.co/PEDqE4XEWt,2,Neutral,Sophos : Form 8.5 (EPT/RI)Sophos Group plc_Replacement Sophos Stock MarketScreener,10
Sorrento Therapeutics : Simplified registration form #SorrentoTherapeutics #Stock #MarketScreener… https://t.co/lhFzM5cjVe,2,Neutral,Sorrento Therapeutics : Simplified registration form SorrentoTherapeutics Stock MarketScreener,9
Sotherly Hotels Inc. Announces Relocation of Corporate Headquarters  https://t.co/xn5xjkNDq1,2,Neutral,Sotherly Hotels Inc. Announces Relocation of Corporate Headquarters,8
Sourcewater Launches DirtWork AlertTM Satellite Intelligence for Permian Basin Sitework,2,Neutral,Sourcewater Launches DirtWork AlertTM Satellite Intelligence for Permian Basin Sitework,10
"South African Airways Cuts Foreign, Local Routes to Stay Afloat",2,Neutral,"South African Airways Cuts Foreign, Local Routes to Stay Afloat",10
Southern : Georgia Power Says Final Containment Ring Placed at Vogtle Unit Nuclear Project #Southern #Stock… https://t.co/r6JYUmOlcG,2,Neutral,Southern : Georgia Power Says Final Containment Ring Placed at Vogtle Unit Nuclear Project Southern Stock,16
Spence Mullis Named Community Banker of the Year  https://t.co/SkrzZxjwMg,2,Neutral,Spence Mullis Named Community Banker of the Year,8
Spill contained at Shell's Puget Sound refinery,2,Neutral,Spill contained at Shell's Puget Sound refinery,7
Spoiling Tesla’s Rally Could Come Down to Upcoming Catalysts,2,Neutral,Spoiling Teslas Rally Could Come Down to Upcoming Catalysts,9
Spot on once again! #ES_F $SPY guidance matters when it comes to taking individual trades.. https://t.co/b7vjQOiHxO,2,Neutral,Spot on once again! ES_F <TICKER> guidance matters when it comes to taking individual trades..,15
"Spotify, the world’s most popular paid music streaming service, will suspend political advertisements in 2020. More… https://t.co/6RAq8rN8cx",2,Neutral,"Spotify, the worlds most popular paid music streaming service, will suspend political advertisements in 2020. More",16
Spotify-Backer Northzone Raises $500 Million for New Investments,2,Neutral,Spotify-Backer Northzone Raises $500 Million for New Investments,8
Sprout Social goes public,2,Neutral,Sprout Social goes public,4
Square's Getting Serious About E-Commerce,2,Neutral,Square's Getting Serious About E-Commerce,5
Standard Life Aberdeen : Form 8.3 - Cobham plc #StandardLifeAberdeen #Stock #MarketScreener https://t.co/ZfOZ5EbPiV https://t.co/2ldrO4Rjvw,2,Neutral,Standard Life Aberdeen : Form 8.3 - Cobham plc StandardLifeAberdeen Stock MarketScreener,12
Stein Mart looks for edge with jewelry,2,Neutral,Stein Mart looks for edge with jewelry,7
Stride Property : HY20 Interim Report and Results #StrideProperty #Stock #MarketScreener https://t.co/XLYNhr5bs9 https://t.co/zWeNrM8gAO,2,Neutral,Stride Property : HY20 Interim Report and Results StrideProperty Stock MarketScreener,11
Strike On Tuesday Looms For Canadian National After Teamsters Sends Notice To Company,2,Neutral,Strike On Tuesday Looms For Canadian National After Teamsters Sends Notice To Company,13
Sunni Waqf Board To Meet On Tuesday To Discuss  Ayodhya Review Plea Filing,2,Neutral,Sunni Waqf Board To Meet On Tuesday To Discuss Ayodhya Review Plea Filing,13
SunPower launches 22M-share public offering,2,Neutral,SunPower launches 22M-share public offering,5
SunPower selected to build JFK Airport solar project,2,Neutral,SunPower selected to build JFK Airport solar project,8
SunPower to offer 22 mln common shares to the public,2,Neutral,SunPower to offer 22 mln common shares to the public,10
Sutter Rock Capital Corp. Announces Expiration and Final Results of Modified Dutch Auction Tender Offer to Repurcha… https://t.co/E3GKssFpdX,2,Neutral,Sutter Rock Capital Corp. Announces Expiration and Final Results of Modified Dutch Auction Tender Offer to Repurcha,17
Svante and Chevron Technology Ventures Launch Study for Carbon Capture Pilot Unit,2,Neutral,Svante and Chevron Technology Ventures Launch Study for Carbon Capture Pilot Unit,12
Sweden says U.S. interest in Ericsson logical for 5G capability,2,Neutral,Sweden says U.S. interest in Ericsson logical for 5G capability,10
TAAL Announces Appointment of Auditor https://t.co/1fH6gwlJRh,2,Neutral,TAAL Announces Appointment of Auditor,5
Tachyum CEO Dr. Radoslav Danilak Discusses ‘Bringing Slovakia to the Forefront of the Digital Age’ at CEO Forum,2,Neutral,Tachyum CEO Dr. Radoslav Danilak Discusses Bringing Slovakia to the Forefront of the Digital Age at CEO Forum,18
Taco Bell dives into the fried chicken wars with its Crispy Tortilla Chicken https://t.co/aKjYzVl9jv by @heidi_chung https://t.co/lv0Iv2cHQz,2,Neutral,Taco Bell dives into the fried chicken wars with its Crispy Tortilla Chicken by <MENTION>,15
"Taco Bell wants you to take its tacos, stick them in a blender and serve them as bisque on Thanksgiving… https://t.co/htgMaQulDq",2,Neutral,"Taco Bell wants you to take its tacos, stick them in a blender and serve them as bisque on Thanksgiving",20
Taiwan Fund : Announces Share Repurchases under its Discount Management Policy from Novemb... #TaiwanFund #Stock… https://t.co/pP2MXVbsOk,2,Neutral,Taiwan Fund : Announces Share Repurchases under its Discount Management Policy from Novemb... TaiwanFund Stock,15
Target steps up same-day delivery options,2,Neutral,Target steps up same-day delivery options,6
"Tata Steel plans to cut up to 3,000 European jobs",2,Neutral,"Tata Steel plans to cut up to 3,000 European jobs",10
TD sees no rate hikes by G-10 central banks next year,2,Neutral,TD sees no rate hikes by G-10 central banks next year,11
Teledyne to Present at the Cowen Aerospace/Defense & Industrials Conference,2,Neutral,Teledyne to Present at the Cowen Aerospace/Defense & Industrials Conference,10
Telenor says Huawei will still play role in 5G rollout,2,Neutral,Telenor says Huawei will still play role in 5G rollout,10
Telix Pharmaceuticals : Webcast of CEO presentation to Jefferies Conference #TelixPharmaceuticals #Stock… https://t.co/byNSIkQ6op,2,Neutral,Telix Pharmaceuticals : Webcast of CEO presentation to Jefferies Conference TelixPharmaceuticals Stock,12
Tencent In Talks to Form Consortium for Universal Music Group Stake,2,Neutral,Tencent In Talks to Form Consortium for Universal Music Group Stake,11
Tensions are mounting between Credit Suisse Chairman Urs Rohner and CEO Tidjane Thiam ahead of a board meeting next... https://t.co/MgIdMvc4TQ,2,Neutral,Tensions are mounting between Credit Suisse Chairman Urs Rohner and CEO Tidjane Thiam ahead of a board meeting next...,19
Terna S p A : and consumer associations work together to strengthen collaboration and dial... #TernaSpA #Stock... https://t.co/WlKey5gvh5,2,Neutral,Terna S p A : and consumer associations work together to strengthen collaboration and dial... TernaSpA Stock...,17
